file,subject,session,trial,detected,latency_s,is_clean,artifact_max_uV
sess01_subj02_EEG_MI.mat,2,1,80,True,0.6000000000000001,True,401.6000061035156
sess01_subj02_EEG_MI.mat,2,1,81,False,nan,True,449.70001220703125
sess01_subj02_EEG_MI.mat,2,1,82,False,nan,True,455.6000061035156
sess01_subj02_EEG_MI.mat,2,1,83,True,0.6000000000000001,True,364.5
sess01_subj02_EEG_MI.mat,2,1,84,True,0.75,True,320.3999938964844
sess01_subj02_EEG_MI.mat,2,1,85,True,0.6000000000000001,True,584.4000244140625
sess01_subj02_EEG_MI.mat,2,1,86,True,0.3500000000000001,True,396.5
sess01_subj02_EEG_MI.mat,2,1,87,False,nan,True,229.6999969482422
sess01_subj02_EEG_MI.mat,2,1,88,False,nan,True,329.29998779296875
sess01_subj02_EEG_MI.mat,2,1,89,False,nan,True,488.3999938964844
sess01_subj02_EEG_MI.mat,2,1,90,True,0.6000000000000001,True,160.6999969482422
sess01_subj02_EEG_MI.mat,2,1,91,False,nan,True,509.70001220703125
sess01_subj02_EEG_MI.mat,2,1,92,True,0.6000000000000001,True,356.79998779296875
sess01_subj02_EEG_MI.mat,2,1,93,True,0.3500000000000001,True,423.70001220703125
sess01_subj02_EEG_MI.mat,2,1,94,True,0.6000000000000001,True,424.6000061035156
sess01_subj02_EEG_MI.mat,2,1,95,False,nan,True,315.79998779296875
sess01_subj02_EEG_MI.mat,2,1,96,True,0.5499999999999998,True,349.8999938964844
sess01_subj02_EEG_MI.mat,2,1,97,False,nan,True,518.5999755859375
sess01_subj02_EEG_MI.mat,2,1,98,False,nan,True,471.79998779296875
sess01_subj02_EEG_MI.mat,2,1,99,False,nan,True,419.70001220703125
sess01_subj02_EEG_MI.mat,2,1,100,True,0.4500000000000002,True,563.4000244140625
sess02_subj01_EEG_MI.mat,1,2,1,True,0.6000000000000001,True,305.79998779296875
sess02_subj01_EEG_MI.mat,1,2,2,True,0.6000000000000001,True,323.1000061035156
sess02_subj01_EEG_MI.mat,1,2,3,True,0.5,True,457.1000061035156
sess02_subj01_EEG_MI.mat,1,2,4,False,nan,True,412.3999938964844
sess02_subj01_EEG_MI.mat,1,2,5,False,nan,False,1140.5999755859375
sess02_subj01_EEG_MI.mat,1,2,6,True,0.4500000000000002,True,594.5999755859375
sess02_subj01_EEG_MI.mat,1,2,7,True,0.3500000000000001,True,309.0
sess02_subj01_EEG_MI.mat,1,2,8,True,0.6000000000000001,True,662.0999755859375
sess02_subj01_EEG_MI.mat,1,2,9,True,0.6000000000000001,True,392.20001220703125
sess02_subj01_EEG_MI.mat,1,2,10,False,nan,True,611.5999755859375
sess02_subj01_EEG_MI.mat,1,2,11,False,nan,True,408.20001220703125
sess02_subj01_EEG_MI.mat,1,2,12,True,0.5,True,453.20001220703125
sess02_subj01_EEG_MI.mat,1,2,13,False,nan,True,555.7000122070312
sess02_subj01_EEG_MI.mat,1,2,14,True,0.6000000000000001,False,1165.800048828125
sess02_subj01_EEG_MI.mat,1,2,15,True,0.6000000000000001,True,713.4000244140625
sess02_subj01_EEG_MI.mat,1,2,16,False,nan,True,332.20001220703125
sess02_subj01_EEG_MI.mat,1,2,17,False,nan,True,405.70001220703125
sess02_subj01_EEG_MI.mat,1,2,18,False,nan,True,318.5
